,art_no,art_name,hierarchy_level2_desc,hierarchy_level3_desc,date_of_day,store_count,sold_qty_units,total_cust_count,low_stock_warning,unit_price_weekly,unit_discount_weekly
2249,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-30,5,16.0,7,0,3.77,-0.42
654,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-30,19,33.0,26,0,16.98,-0.01
2081,19,190g Chilli Flakes,Spices,Spices I,2020-04-30,17,25.0,24,0,6.11,-0.68
2337,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-30,55,608.0,337,0,1.28,-0.01
440,9,Spiced Salt for Meat,Spices,Spices I,2020-04-30,9,9.0,9,0,6.42,-0.23
2579,22,500g Pasta Rigate,Extras,Dough,2020-04-30,35,297.0,191,0,2.96,-0.03
1743,4,500g Speciality Pasta,Extras,Dough,2020-04-30,7,19.0,13,1,1.46,-0.03
359,7,30g Bio Thyme,Spices,Spices II,2020-04-30,43,85.0,84,0,2.9,-0.01
1070,12,45g Pasta,Spices,Spices II,2020-04-30,6,9.0,8,0,3.99,0.0
1639,15,500g Penne,Extras,Dough,2020-04-30,55,395.0,251,0,1.85,-0.0
1223,5,30g Bio Savoury Spices,Spices,Spices II,2020-04-30,18,28.0,24,0,2.72,0.0
1357,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-04-30,28,88.0,43,0,0.89,-0.0
2101,8,40g Chilli Pepper,Spices,Spices I,2020-04-30,5,6.0,6,0,2.44,-0.05
941,24,1kg Gnocchi,Extras,Dough,2020-04-30,16,63.0,52,0,2.98,-0.01
1365,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-30,49,168.0,113,0,2.98,-0.01
1872,16,500g Spaghetti,Extras,Dough,2020-05-07,58,738.0,353,0,1.84,-0.01
1745,4,500g Speciality Pasta,Extras,Dough,2020-05-07,55,369.0,259,0,1.48,-0.01
2022,19,190g Chilli Flakes,Spices,Spices I,2020-05-07,20,23.0,23,0,6.11,-0.68
2246,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-07,5,9.0,5,0,3.77,-0.42
2375,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-07,56,481.0,295,0,1.28,-0.01
144,13,500g Indian Curry,Spices,Spices I,2020-05-07,43,83.0,65,0,8.47,-0.02
250,6,80g Bio Pepper Whole,Spices,Spices II,2020-05-07,45,117.0,107,0,3.87,-0.01
2186,8,40g Chilli Pepper,Spices,Spices I,2020-05-07,5,12.0,10,0,2.49,0.0
1559,11,200g Green Pepper,Spices,Spices I,2020-05-07,25,36.0,31,0,13.62,-0.07
996,21,80g Granulated Onion,Spices,Spices II,2020-05-07,53,186.0,178,0,2.88,-0.01
914,24,1kg Gnocchi,Extras,Dough,2020-05-07,31,96.0,79,0,2.99,-0.0
1923,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-07,51,279.0,152,0,1.86,-0.03
2410,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-05-07,20,82.0,29,0,0.67,-0.17
812,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-07,41,124.0,90,0,1.2,-0.01
1458,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-07,60,195.0,134,0,2.94,-0.05
539,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-05-07,28,95.0,44,0,0.81,0.0
2608,22,500g Pasta Rigate,Extras,Dough,2020-05-07,36,239.0,185,0,2.99,-0.0
399,7,30g Bio Thyme,Spices,Spices II,2020-05-07,34,90.0,86,0,2.89,-0.02
71,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-07,22,70.0,32,0,0.87,-0.02
1576,15,500g Penne,Extras,Dough,2020-05-07,58,339.0,214,0,1.85,-0.0
646,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-07,21,40.0,29,0,16.76,-0.23
1154,5,30g Bio Savoury Spices,Spices,Spices II,2020-05-07,25,31.0,30,0,2.71,-0.01
1059,12,45g Pasta,Spices,Spices II,2020-05-07,4,4.0,4,0,3.99,0.0
1303,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-05-07,40,150.0,63,0,0.89,-0.0
447,9,Spiced Salt for Meat,Spices,Spices I,2020-05-07,5,5.0,5,0,6.99,0.0
2265,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-14,7,8.0,8,0,4.16,-0.03
1797,16,500g Spaghetti,Extras,Dough,2020-05-14,60,816.0,421,0,1.84,-0.01
743,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-14,45,152.0,116,0,1.19,-0.02
353,7,30g Bio Thyme,Spices,Spices II,2020-05-14,43,117.0,114,0,2.89,-0.02
1420,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-14,58,239.0,164,0,2.97,-0.02
1157,5,30g Bio Savoury Spices,Spices,Spices II,2020-05-14,29,45.0,43,0,2.71,-0.01
1776,4,500g Speciality Pasta,Extras,Dough,2020-05-14,62,555.0,396,0,1.48,-0.01
1304,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-05-14,40,243.0,72,0,0.77,0.03
902,24,1kg Gnocchi,Extras,Dough,2020-05-14,31,104.0,78,0,2.96,-0.03
2584,22,500g Pasta Rigate,Extras,Dough,2020-05-14,35,248.0,198,0,2.95,-0.04
2132,8,40g Chilli Pepper,Spices,Spices I,2020-05-14,5,13.0,12,0,2.49,0.0
530,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-05-14,32,94.0,47,0,0.82,-0.0
2352,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-14,56,536.0,321,0,1.28,-0.01
499,9,Spiced Salt for Meat,Spices,Spices I,2020-05-14,11,13.0,12,0,6.52,-0.24
2007,19,190g Chilli Flakes,Spices,Spices I,2020-05-14,18,29.0,26,0,6.79,0.0
1894,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-14,53,318.0,166,0,1.87,-0.02
64,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-14,33,156.0,70,0,0.74,0.0
1015,21,80g Granulated Onion,Spices,Spices II,2020-05-14,52,250.0,232,0,2.87,-0.02
2481,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-05-14,25,82.0,36,0,0.82,-0.0
216,6,80g Bio Pepper Whole,Spices,Spices II,2020-05-14,41,116.0,110,0,3.85,-0.03
189,13,500g Indian Curry,Spices,Spices I,2020-05-14,54,86.0,80,0,8.37,-0.12
1493,11,200g Green Pepper,Spices,Spices I,2020-05-14,29,43.0,40,0,13.55,-0.14
1648,15,500g Penne,Extras,Dough,2020-05-14,61,339.0,241,0,1.84,-0.0
664,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-14,22,47.0,43,0,16.61,-0.38
1147,12,45g Pasta,Spices,Spices II,2020-05-14,2,6.0,6,0,3.99,0.0
1689,4,500g Speciality Pasta,Extras,Dough,2020-05-21,59,359.0,228,0,1.48,-0.01
800,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-21,42,120.0,80,0,1.2,-0.01
2578,22,500g Pasta Rigate,Extras,Dough,2020-05-21,32,191.0,152,0,2.97,-0.02
1122,12,45g Pasta,Spices,Spices II,2020-05-21,4,9.0,9,0,3.99,0.0
382,7,30g Bio Thyme,Spices,Spices II,2020-05-21,38,75.0,73,0,2.88,-0.03
2280,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-21,8,11.0,10,0,4.17,-0.02
1781,16,500g Spaghetti,Extras,Dough,2020-05-21,56,510.0,278,0,1.84,-0.01
235,6,80g Bio Pepper Whole,Spices,Spices II,2020-05-21,43,92.0,84,0,3.86,-0.02
1011,21,80g Granulated Onion,Spices,Spices II,2020-05-21,43,109.0,103,0,2.88,-0.01
1459,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-21,44,161.0,103,0,2.98,-0.01
2015,19,190g Chilli Flakes,Spices,Spices I,2020-05-21,14,19.0,17,0,6.75,-0.04
540,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-05-21,26,92.0,42,0,0.81,-0.0
1984,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-21,45,179.0,101,0,1.88,-0.01
1514,11,200g Green Pepper,Spices,Spices I,2020-05-21,24,38.0,32,0,13.64,-0.05
1358,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-05-21,32,114.0,54,0,0.74,0.0
2442,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-05-21,33,102.0,41,0,0.81,-0.0
1206,5,30g Bio Savoury Spices,Spices,Spices II,2020-05-21,20,24.0,22,0,2.69,-0.03
2151,8,40g Chilli Pepper,Spices,Spices I,2020-05-21,3,6.0,6,0,2.49,0.0
702,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-21,20,42.0,35,0,16.34,-0.65
125,13,500g Indian Curry,Spices,Spices I,2020-05-21,49,73.0,66,0,8.42,-0.07
28,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-21,26,72.0,37,0,0.74,0.0
938,24,1kg Gnocchi,Extras,Dough,2020-05-21,27,107.0,68,0,2.96,-0.03
1584,15,500g Penne,Extras,Dough,2020-05-21,49,212.0,143,0,1.85,-0.0
500,9,Spiced Salt for Meat,Spices,Spices I,2020-05-21,8,9.0,8,0,6.99,0.0
2359,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-21,55,346.0,216,0,1.29,-0.0
2355,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-28,55,397.0,258,0,1.27,-0.02
201,13,500g Indian Curry,Spices,Spices I,2020-05-28,54,109.0,88,0,8.35,-0.14
2138,8,40g Chilli Pepper,Spices,Spices I,2020-05-28,2,2.0,2,0,2.42,-0.08
893,24,1kg Gnocchi,Extras,Dough,2020-05-28,26,93.0,79,0,2.96,-0.03
2237,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-28,4,7.0,7,0,4.15,-0.04
2038,19,190g Chilli Flakes,Spices,Spices I,2020-05-28,14,18.0,18,0,6.73,-0.06
634,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-28,26,47.0,40,0,16.27,-0.72
1772,4,500g Speciality Pasta,Extras,Dough,2020-05-28,65,2497.0,1426,0,0.75,0.0
2418,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-05-28,49,268.0,96,0,0.46,0.0
1889,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-28,43,168.0,93,0,1.88,-0.01
765,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-28,46,161.0,109,0,1.2,-0.01
1852,16,500g Spaghetti,Extras,Dough,2020-05-28,61,782.0,381,0,1.84,-0.01
2535,22,500g Pasta Rigate,Extras,Dough,2020-05-28,35,204.0,160,0,2.98,-0.01
1082,12,45g Pasta,Spices,Spices II,2020-05-28,5,8.0,8,0,3.99,0.0
368,7,30g Bio Thyme,Spices,Spices II,2020-05-28,41,83.0,82,0,2.9,-0.01
27,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-05-28,25,99.0,32,0,0.88,-0.01
990,21,80g Granulated Onion,Spices,Spices II,2020-05-28,35,95.0,93,0,2.87,-0.02
1289,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-05-28,22,45.0,27,0,0.88,-0.01
286,6,80g Bio Pepper Whole,Spices,Spices II,2020-05-28,41,106.0,99,0,3.86,-0.02
1178,5,30g Bio Savoury Spices,Spices,Spices II,2020-05-28,16,22.0,20,0,2.71,-0.01
1509,11,200g Green Pepper,Spices,Spices I,2020-05-28,32,41.0,39,0,13.42,-0.27
437,9,Spiced Salt for Meat,Spices,Spices I,2020-05-28,6,6.0,6,0,6.82,-0.18
1579,15,500g Penne,Extras,Dough,2020-05-28,59,356.0,213,0,1.83,-0.02
1413,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-05-28,55,205.0,139,0,2.97,-0.02
533,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-05-28,19,48.0,23,0,0.81,-0.01
1135,12,45g Pasta,Spices,Spices II,2020-06-04,4,6.0,6,0,3.99,0.0
2581,22,500g Pasta Rigate,Extras,Dough,2020-06-04,36,309.0,227,0,2.97,-0.02
104,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-04,22,73.0,34,0,0.89,-0.0
341,7,30g Bio Thyme,Spices,Spices II,2020-06-04,41,94.0,93,0,2.88,-0.03
2033,19,190g Chilli Flakes,Spices,Spices I,2020-06-04,22,37.0,32,0,6.77,-0.02
1516,11,200g Green Pepper,Spices,Spices I,2020-06-04,27,39.0,33,0,13.07,-0.62
1184,5,30g Bio Savoury Spices,Spices,Spices II,2020-06-04,15,18.0,18,0,2.69,-0.03
796,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-04,46,147.0,101,0,1.2,-0.01
552,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-06-04,29,95.0,40,0,0.79,-0.01
258,6,80g Bio Pepper Whole,Spices,Spices II,2020-06-04,46,121.0,107,0,3.84,-0.04
439,9,Spiced Salt for Meat,Spices,Spices I,2020-06-04,9,10.0,9,0,6.6,-0.38
2095,8,40g Chilli Pepper,Spices,Spices I,2020-06-04,3,6.0,5,0,2.46,-0.02
2335,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-04,52,448.0,263,0,1.27,-0.02
999,21,80g Granulated Onion,Spices,Spices II,2020-06-04,18,41.0,40,1,2.84,-0.05
913,24,1kg Gnocchi,Extras,Dough,2020-06-04,29,106.0,88,0,2.98,-0.01
2220,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-04,3,6.0,6,0,4.15,-0.04
1353,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-06-04,23,64.0,31,0,0.88,-0.01
2453,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-06-04,36,164.0,52,0,0.81,-0.01
1739,4,500g Speciality Pasta,Extras,Dough,2020-06-04,58,360.0,241,0,1.49,-0.02
1421,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-04,57,255.0,159,0,2.97,-0.02
1918,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-04,42,195.0,107,0,1.88,-0.01
689,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-04,21,46.0,40,0,16.4,-0.28
1605,15,500g Penne,Extras,Dough,2020-06-04,56,311.0,218,0,1.83,-0.01
1831,16,500g Spaghetti,Extras,Dough,2020-06-04,59,654.0,328,0,1.83,-0.02
136,13,500g Indian Curry,Spices,Spices I,2020-06-04,59,109.0,91,0,8.27,-0.22
819,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-11,40,116.0,70,0,1.19,-0.02
274,6,80g Bio Pepper Whole,Spices,Spices II,2020-06-11,40,75.0,71,0,3.87,-0.01
8,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-11,15,41.0,20,0,0.89,-0.0
1975,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-11,29,136.0,72,0,1.88,-0.01
2382,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-11,50,342.0,176,0,1.28,-0.01
572,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-06-11,25,72.0,30,0,0.8,-0.0
1205,5,30g Bio Savoury Spices,Spices,Spices II,2020-06-11,20,24.0,22,0,2.71,-0.01
1064,12,45g Pasta,Spices,Spices II,2020-06-11,5,11.0,10,0,3.97,-0.02
871,24,1kg Gnocchi,Extras,Dough,2020-06-11,26,85.0,68,0,2.98,-0.01
2197,8,40g Chilli Pepper,Spices,Spices I,2020-06-11,3,7.0,7,0,2.49,0.0
1702,4,500g Speciality Pasta,Extras,Dough,2020-06-11,58,285.0,211,0,1.53,-0.01
1789,16,500g Spaghetti,Extras,Dough,2020-06-11,55,413.0,226,0,1.84,-0.01
662,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-11,22,46.0,35,0,16.35,-0.64
1010,21,80g Granulated Onion,Spices,Spices II,2020-06-11,11,18.0,16,1,2.62,-0.27
519,9,Spiced Salt for Meat,Spices,Spices I,2020-06-11,5,5.0,5,0,6.01,-0.98
1642,15,500g Penne,Extras,Dough,2020-06-11,52,195.0,138,0,1.83,-0.01
418,7,30g Bio Thyme,Spices,Spices II,2020-06-11,34,69.0,64,0,2.89,-0.02
2577,22,500g Pasta Rigate,Extras,Dough,2020-06-11,33,204.0,147,0,2.98,-0.01
2300,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-11,1,1.0,1,1,4.19,0.0
1359,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-06-11,19,46.0,24,0,0.88,-0.01
2456,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-06-11,18,74.0,26,0,0.8,-0.01
1364,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-11,52,171.0,100,0,2.98,-0.01
2021,19,190g Chilli Flakes,Spices,Spices I,2020-06-11,20,23.0,22,0,6.79,0.0
169,13,500g Indian Curry,Spices,Spices I,2020-06-11,50,85.0,73,0,7.66,-0.83
1496,11,200g Green Pepper,Spices,Spices I,2020-06-11,27,40.0,38,0,12.25,-1.44
1744,4,500g Speciality Pasta,Extras,Dough,2020-06-18,60,311.0,232,0,1.54,-0.0
1278,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-06-18,26,77.0,38,0,0.89,-0.0
556,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-06-18,36,223.0,68,0,0.46,0.0
2372,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-18,52,365.0,226,0,1.28,-0.01
2184,8,40g Chilli Pepper,Spices,Spices I,2020-06-18,4,5.0,5,0,2.49,0.0
2062,19,190g Chilli Flakes,Spices,Spices I,2020-06-18,22,35.0,31,0,6.76,-0.03
2303,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-18,5,9.0,8,0,4.19,0.0
103,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-18,20,66.0,32,0,0.88,-0.01
728,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-18,20,39.0,35,0,16.18,-0.81
1971,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-18,39,166.0,82,0,1.88,-0.01
1625,15,500g Penne,Extras,Dough,2020-06-18,55,224.0,152,0,1.84,-0.01
1805,16,500g Spaghetti,Extras,Dough,2020-06-18,54,533.0,266,0,1.84,-0.01
1431,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-18,54,209.0,129,0,2.99,-0.0
129,13,500g Indian Curry,Spices,Spices I,2020-06-18,51,88.0,74,0,7.64,-0.85
392,7,30g Bio Thyme,Spices,Spices II,2020-06-18,37,69.0,67,0,2.89,-0.02
2585,22,500g Pasta Rigate,Extras,Dough,2020-06-18,33,193.0,154,0,2.99,-0.0
821,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-18,31,96.0,67,0,1.21,-0.0
501,9,Spiced Salt for Meat,Spices,Spices I,2020-06-18,7,8.0,8,0,6.29,-0.7
212,6,80g Bio Pepper Whole,Spices,Spices II,2020-06-18,38,125.0,111,0,3.85,-0.03
1495,11,200g Green Pepper,Spices,Spices I,2020-06-18,24,35.0,32,0,12.27,-1.42
2458,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-06-18,20,72.0,28,0,0.83,-0.0
977,21,80g Granulated Onion,Spices,Spices II,2020-06-18,10,17.0,17,1,2.6,-0.29
1173,5,30g Bio Savoury Spices,Spices,Spices II,2020-06-18,21,32.0,31,0,2.72,0.0
937,24,1kg Gnocchi,Extras,Dough,2020-06-18,25,80.0,61,0,2.98,-0.01
1145,12,45g Pasta,Spices,Spices II,2020-06-18,1,1.0,1,1,3.99,0.0
491,9,Spiced Salt for Meat,Spices,Spices I,2020-06-25,4,6.0,4,0,4.5,0.0
1037,21,80g Granulated Onion,Spices,Spices II,2020-06-25,26,46.0,45,0,2.89,-0.0
1541,11,200g Green Pepper,Spices,Spices I,2020-06-25,21,26.0,25,0,13.69,0.0
835,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-25,43,142.0,83,0,1.18,-0.03
580,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-06-25,22,74.0,30,0,0.81,-0.0
1738,4,500g Speciality Pasta,Extras,Dough,2020-06-25,60,319.0,241,0,1.53,-0.01
2042,19,190g Chilli Flakes,Spices,Spices I,2020-06-25,18,27.0,24,0,6.79,0.0
1168,5,30g Bio Savoury Spices,Spices,Spices II,2020-06-25,19,22.0,21,0,2.69,-0.03
726,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-25,24,50.0,41,0,16.98,-0.01
1945,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-25,30,101.0,51,0,1.88,-0.01
356,7,30g Bio Thyme,Spices,Spices II,2020-06-25,35,66.0,66,0,2.9,-0.01
1371,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-25,46,160.0,102,0,2.99,-0.0
100,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-06-25,13,32.0,15,1,0.89,-0.0
2542,22,500g Pasta Rigate,Extras,Dough,2020-06-25,34,191.0,134,0,2.98,-0.01
1130,12,45g Pasta,Spices,Spices II,2020-06-25,3,9.0,9,0,3.96,-0.03
2189,8,40g Chilli Pepper,Spices,Spices I,2020-06-25,5,10.0,6,0,1.26,-1.23
1670,15,500g Penne,Extras,Dough,2020-06-25,57,336.0,203,0,1.84,-0.01
903,24,1kg Gnocchi,Extras,Dough,2020-06-25,25,87.0,59,0,2.99,-0.0
247,6,80g Bio Pepper Whole,Spices,Spices II,2020-06-25,38,86.0,83,0,3.85,-0.03
2319,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-25,51,292.0,182,0,1.29,-0.0
105,13,500g Indian Curry,Spices,Spices I,2020-06-25,49,84.0,76,0,8.46,-0.03
1867,16,500g Spaghetti,Extras,Dough,2020-06-25,55,379.0,220,0,1.84,-0.01
2412,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-06-25,26,70.0,32,0,0.82,-0.01
1296,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-06-25,20,68.0,24,0,0.88,-0.01
2259,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-06-25,4,6.0,6,0,4.19,0.0
1899,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-07-02,43,144.0,76,0,1.87,-0.02
1862,16,500g Spaghetti,Extras,Dough,2020-07-02,51,402.0,222,0,1.83,-0.02
1762,4,500g Speciality Pasta,Extras,Dough,2020-07-02,54,351.0,237,0,1.53,-0.01
160,13,500g Indian Curry,Spices,Spices I,2020-07-02,52,103.0,96,0,8.47,-0.02
1179,5,30g Bio Savoury Spices,Spices,Spices II,2020-07-02,22,28.0,26,0,2.71,-0.01
2322,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-07-02,55,305.0,200,0,1.28,-0.01
2467,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-07-02,44,266.0,91,0,0.46,0.0
839,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-07-02,43,116.0,73,0,1.2,-0.01
1306,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-07-02,22,57.0,27,0,0.89,-0.0
924,24,1kg Gnocchi,Extras,Dough,2020-07-02,30,108.0,86,0,2.98,-0.01
571,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-07-02,20,82.0,27,0,0.77,-0.04
1362,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-07-02,44,151.0,90,0,2.98,-0.01
295,6,80g Bio Pepper Whole,Spices,Spices II,2020-07-02,35,94.0,86,0,3.87,-0.01
2223,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-07-02,8,9.0,9,0,4.16,-0.03
2192,8,40g Chilli Pepper,Spices,Spices I,2020-07-02,1,1.0,1,1,2.49,0.0
2596,22,500g Pasta Rigate,Extras,Dough,2020-07-02,33,204.0,142,0,2.98,-0.01
1039,21,80g Granulated Onion,Spices,Spices II,2020-07-02,46,144.0,128,0,2.89,-0.0
431,9,Spiced Salt for Meat,Spices,Spices I,2020-07-02,4,5.0,4,0,6.99,0.0
696,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-07-02,25,51.0,41,0,16.89,-0.1
1521,11,200g Green Pepper,Spices,Spices I,2020-07-02,21,35.0,31,0,13.59,-0.1
1137,12,45g Pasta,Spices,Spices II,2020-07-02,4,6.0,6,0,3.99,0.0
33,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-07-02,24,52.0,30,0,0.89,-0.0
2082,19,190g Chilli Flakes,Spices,Spices I,2020-07-02,22,33.0,31,0,6.79,0.0
373,7,30g Bio Thyme,Spices,Spices II,2020-07-02,44,94.0,92,0,2.9,-0.01
1614,15,500g Penne,Extras,Dough,2020-07-02,50,274.0,171,0,1.84,-0.01
1292,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-07-09,22,50.0,27,0,0.88,-0.01
2318,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-07-09,53,290.0,165,0,1.27,-0.02
1674,15,500g Penne,Extras,Dough,2020-07-09,51,278.0,179,0,1.82,-0.03
2561,22,500g Pasta Rigate,Extras,Dough,2020-07-09,31,206.0,158,0,2.95,-0.04
2099,8,40g Chilli Pepper,Spices,Spices I,2020-07-09,5,7.0,7,0,2.38,-0.11
1076,12,45g Pasta,Spices,Spices II,2020-07-09,5,6.0,6,0,3.92,-0.07
411,7,30g Bio Thyme,Spices,Spices II,2020-07-09,40,78.0,77,0,2.86,-0.05
1221,5,30g Bio Savoury Spices,Spices,Spices II,2020-07-09,24,36.0,33,0,2.66,-0.06
423,9,Spiced Salt for Meat,Spices,Spices I,2020-07-09,6,7.0,7,0,6.93,-0.06
1802,16,500g Spaghetti,Extras,Dough,2020-07-09,42,402.0,175,0,1.82,-0.03
2294,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-07-09,5,5.0,5,0,4.19,0.0
1014,21,80g Granulated Onion,Spices,Spices II,2020-07-09,47,125.0,119,0,2.84,-0.05
223,6,80g Bio Pepper Whole,Spices,Spices II,2020-07-09,40,81.0,75,0,3.82,-0.06
